City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
462,Avarua,CK,-21.2078,-159.775,77.05,88,75,12.66,broken clouds
463,Namatanai,PG,-3.6667,152.4333,79.5,79,55,4.54,broken clouds
464,Atbasar,KZ,51.8,68.3333,7.25,87,73,10.49,broken clouds
465,Guaraciaba Do Norte,BR,-4.1669,-40.7475,86.56,34,55,6.33,broken clouds
466,Bhadrachalam,IN,17.6667,80.8833,68.16,80,42,4.61,scattered clouds
467,Hihya,EG,30.6713,31.588,63.48,77,12,4.61,few clouds
468,Rio Grande,BR,-32.035,-52.0986,78.91,58,61,16.02,broken clouds
469,Bandarbeyla,SO,9.4942,50.8122,76.03,70,85,14.61,overcast clouds
470,Talavera,PH,15.6167,120.9333,73.81,79,66,4.12,broken clouds
471,Hun,LY,29.1268,15.9477,63.91,17,65,6.87,broken clouds
472,Auki,SB,-8.7676,160.7034,78.85,88,99,7.34,overcast clouds
473,Urubicha,BO,-15.3833,-62.95,71.08,98,100,3.02,overcast clouds
474,San Lawrenz,MT,36.0553,14.204,55.85,88,100,1.01,overcast clouds
475,Clarence Town,AU,-32.5833,151.7833,70.86,90,80,4.76,broken clouds
476,Stornoway,GB,58.2093,-6.3865,38.03,76,75,5.99,broken clouds
477,Lashio,MM,22.9333,97.75,46.65,75,0,2.39,clear sky
478,Bay Roberts,CA,47.5999,-53.2648,17.65,71,100,7.0,overcast clouds
479,Alofi,NU,-19.0595,-169.9187,75.09,94,100,4.61,overcast clouds
480,Caiaponia,BR,-16.9567,-51.8103,82.31,66,88,3.31,heavy intensity rain
481,Bela Vista Do Paraiso,BR,-22.9967,-51.1906,87.04,81,59,9.15,broken clouds
482,Casper,US,42.8666,-106.3131,36.81,65,0,11.01,clear sky
483,Zharkent,KZ,44.1628,80.0,26.65,51,34,0.69,scattered clouds
484,Seymchan,RU,62.8833,152.4333,-40.86,100,50,0.16,scattered clouds
485,Quatre Cocos,MU,-20.2078,57.7625,79.09,82,80,11.36,broken clouds
486,Cockburn Town,TC,21.4612,-71.1419,80.56,44,20,14.97,few clouds
487,Porto Novo,BJ,6.4965,2.6036,84.02,73,3,8.34,clear sky
488,Berlevag,NO,70.8578,29.0864,22.21,84,52,18.34,broken clouds
489,Yumen,CN,40.2833,97.2,13.24,85,7,14.79,clear sky
490,Cozumel,MX,20.5083,-86.9458,76.98,92,100,4.61,overcast clouds
491,Lander,US,42.833,-108.7307,36.99,58,0,0.0,clear sky
492,Volksrust,ZA,-27.3654,29.8818,57.29,91,62,4.43,broken clouds
493,Sencha,UA,50.2548,33.346,29.88,92,81,9.69,broken clouds
494,Dongli,CN,23.5656,116.8194,57.18,72,100,2.24,light rain
495,Yarada,IN,17.65,83.2667,70.12,83,20,2.3,mist
496,Preobrazheniye,RU,42.9019,133.9064,10.78,67,1,8.81,clear sky
497,Gat,IL,31.61,34.7642,54.91,83,24,4.43,few clouds
498,Santiago Del Estero,AR,-27.7951,-64.2615,84.15,32,17,6.24,few clouds
499,Mehamn,NO,71.0357,27.8492,20.14,88,35,15.77,scattered clouds
500,Homer,US,59.6425,-151.5483,31.87,93,75,3.44,broken clouds
501,Vanimo,PG,-2.6741,141.3028,77.32,88,93,5.19,overcast clouds
502,Purpe,RU,64.4803,76.6897,-22.7,100,73,5.37,broken clouds
503,Constantine,DZ,36.365,6.6147,49.41,76,20,4.61,few clouds
504,Serta,PT,39.8085,-8.0988,53.98,41,36,3.58,scattered clouds
505,Dakar,SN,14.6937,-17.4441,85.08,73,0,13.8,clear sky
506,Molina,CL,-35.1167,-71.2833,95.83,13,0,6.69,clear sky
507,Tyup,KG,42.7276,78.3648,20.19,73,100,4.03,overcast clouds
508,Sandwick,GB,60.0,-1.25,39.02,75,40,18.41,scattered clouds
509,Guerrero,MX,17.6667,-100.0,79.25,40,12,4.27,few clouds
510,San Andres,CO,12.5847,-81.7006,84.22,61,20,13.8,few clouds
511,Makokou,GA,0.5738,12.8642,79.88,32,37,1.3,scattered clouds
512,Sao Filipe,CV,14.8961,-24.4956,74.62,68,0,12.01,clear sky
513,Zyryanka,RU,65.75,150.85,-36.89,100,35,0.85,scattered clouds
514,Hay River,CA,60.8156,-115.7999,15.78,86,100,12.66,snow
515,High Point,US,35.9557,-80.0053,41.49,46,0,1.01,clear sky
516,Pringsewu,ID,-5.3582,104.9744,72.52,98,93,1.39,moderate rain
517,Keti Bandar,PK,24.1447,67.4497,70.66,64,0,10.89,clear sky
518,Odessa,UA,46.4775,30.7326,39.13,81,0,11.18,clear sky
519,Kaseda,JP,31.4167,130.3167,34.84,69,93,6.49,overcast clouds
520,Margate,GB,51.3813,1.3862,50.31,70,63,8.99,broken clouds
521,Kohima,IN,25.6667,94.1167,40.26,90,0,1.48,clear sky
522,Teahupoo,PF,-17.8333,-149.2667,78.76,77,66,22.84,light rain
523,Buin,CL,-33.7333,-70.75,92.05,15,0,11.5,clear sky
524,Abeche,TD,13.8292,20.8324,72.81,12,46,11.21,scattered clouds
525,Nioro,GM,13.35,-15.75,100.56,6,4,7.63,clear sky
526,Kjollefjord,NO,70.9457,27.3465,23.36,83,15,22.73,few clouds
527,Broken Hill,AU,-31.95,141.4333,71.31,40,75,12.66,broken clouds
528,Tucumcari,US,35.1717,-103.725,44.44,45,40,28.77,scattered clouds
529,Anzio,IT,41.4853,12.6179,56.44,85,15,1.43,few clouds
530,Ratangarh,IN,28.0833,74.6,63.64,35,0,5.08,clear sky
531,Moose Factory,CA,51.2585,-80.6094,8.6,78,100,8.05,overcast clouds
532,Kaka,TM,37.3482,59.6143,36.21,91,99,4.65,overcast clouds
533,Abbeville,FR,50.1,1.8333,51.94,84,95,26.51,overcast clouds
534,Daigo,JP,36.7667,140.35,29.75,69,37,5.64,scattered clouds
535,Hyeres,FR,43.1167,6.1167,56.73,35,0,14.97,clear sky
536,Pathein,MM,16.7833,94.7333,66.94,71,88,6.71,overcast clouds
537,Oranjemund,NA,-28.55,16.4333,67.03,71,60,8.7,broken clouds
538,Banda Aceh,ID,5.5577,95.3222,76.32,91,100,9.31,overcast clouds
539,Veraval,IN,20.9,70.3667,67.86,69,6,8.32,clear sky
540,Paamiut,GL,61.994,-49.6678,6.51,75,100,10.54,overcast clouds
541,Mbandaka,CD,0.0487,18.2603,82.22,33,56,5.06,broken clouds
542,Nantucket,US,41.2835,-70.0995,32.97,67,98,4.25,overcast clouds
543,Burdur,TR,37.7203,30.2908,34.32,69,0,5.75,clear sky
544,Riyadh,SA,24.6877,46.7219,55.54,37,0,8.7,clear sky
545,Mayo,US,38.8876,-76.5119,37.94,40,0,11.01,clear sky
546,Melo,UY,-32.3667,-54.1833,73.72,41,86,18.5,overcast clouds
547,Conde,BR,-7.2597,-34.9075,85.46,58,20,12.66,few clouds
548,Charters Towers,AU,-20.1,146.2667,69.6,78,16,7.52,few clouds
549,Tupik,RU,54.4253,119.9327,-3.35,95,75,1.23,broken clouds
550,Ilo,PE,-17.6394,-71.3375,72.84,71,91,6.38,overcast clouds
551,Otukpo,NG,7.1913,8.1329,85.55,14,4,0.94,clear sky
552,Vredendal,ZA,-31.6683,18.5012,75.45,39,5,9.08,clear sky
553,Kalabo,ZM,-14.97,22.6814,69.69,88,99,3.47,moderate rain
554,Knin,HR,44.0439,16.2,50.13,93,89,8.97,overcast clouds
555,Kualakapuas,ID,-3.0091,114.3876,77.16,98,99,1.99,light rain
556,Peace River,CA,56.2501,-117.286,43.11,52,75,40.29,broken clouds
557,Riohacha,CO,11.5444,-72.9072,84.31,65,20,13.8,few clouds
558,Morant Bay,JM,17.8815,-76.4093,85.62,59,3,8.08,clear sky
559,Trairi,BR,-3.2778,-39.2689,85.39,61,38,11.12,scattered clouds
560,Laguna,US,38.421,-121.4238,63.23,66,0,1.01,clear sky
561,Platonovka,RU,52.7106,41.952,18.14,97,98,6.6,overcast clouds
562,Callaguip,PH,18.0714,120.4867,73.42,88,75,2.3,broken clouds
563,Salinas,US,36.6777,-121.6555,62.85,54,0,10.36,clear sky
564,Sijunjung,ID,-0.6876,100.9537,71.01,92,100,2.19,light rain
565,Moron,AR,-34.6534,-58.6198,71.94,54,37,11.95,scattered clouds
566,Terrace,CA,54.5163,-128.6035,41.43,87,75,13.8,broken clouds
567,Fomboni,KM,-12.28,43.7425,83.39,72,99,10.67,overcast clouds
568,Farafangana,MG,-22.8167,47.8333,78.48,92,100,18.57,moderate rain
569,Tkibuli,GE,42.3477,42.9981,25.84,99,100,2.53,snow
570,Igarka,RU,67.4667,86.5833,-13.41,100,87,7.07,overcast clouds
571,Darnah,LY,32.767,22.6367,59.2,70,3,10.04,clear sky
572,Kapiri Mposhi,ZM,-13.9652,28.6809,63.61,98,97,3.96,light rain
573,Nizhniy Kuranakh,RU,58.8353,125.4869,-22.27,98,36,2.39,scattered clouds
574,Leeds,GB,53.7964,-1.5477,43.47,84,40,3.0,scattered clouds
575,Marsh Harbour,BS,26.5412,-77.0636,75.02,72,85,12.88,overcast clouds
576,Talcahuano,CL,-36.7167,-73.1167,66.87,63,0,11.3,clear sky
577,Kanniyakumari,IN,8.0833,77.5667,78.67,73,32,8.25,scattered clouds
578,Hokitika,NZ,-42.7167,170.9667,54.23,67,100,9.28,overcast clouds
579,Krabi,TH,8.0726,98.9105,78.91,94,20,2.3,few clouds
580,Chanute,US,37.6792,-95.4572,42.46,56,0,4.61,clear sky
581,Conceicao Da Barra,BR,-18.5933,-39.7322,84.18,63,20,10.94,few clouds
582,Aitape,PG,-3.1374,142.3475,77.56,89,100,3.6,overcast clouds
583,Primorsk,UA,46.7348,36.3443,37.29,74,87,11.07,overcast clouds
584,Jalu,LY,29.0331,21.5482,62.26,26,3,4.65,clear sky
585,Balkanabat,TM,39.5108,54.3671,40.03,65,90,2.51,overcast clouds
586,North Bend,US,43.4065,-124.2243,53.51,80,0,6.91,clear sky
587,Saint-Leu,RE,-21.15,55.2833,77.86,77,99,3.06,overcast clouds
588,Nagorsk,RU,59.3172,50.8078,17.38,97,98,4.38,light snow
589,Foligno,IT,42.944,12.7011,52.45,82,51,7.87,broken clouds
590,Dubti,ET,11.7361,41.0853,79.32,50,66,15.32,broken clouds
591,Severodvinsk,RU,64.5635,39.8302,8.71,92,82,11.9,broken clouds
592,Bedele,ET,8.456,36.353,65.89,45,83,3.94,broken clouds
593,Gizo,SB,-8.103,156.8419,83.08,78,96,12.8,overcast clouds
594,Englewood,US,39.6478,-104.9878,39.81,48,40,1.99,scattered clouds
595,Socorro,US,31.6546,-106.3033,50.05,29,0,6.91,clear sky
596,Sinazongwe,ZM,-17.2614,27.4618,73.0,82,50,5.01,light rain
597,Teguise,ES,29.0605,-13.564,64.62,73,2,21.85,clear sky
598,Las Palmas,ES,28.4204,-14.0131,63.39,82,20,19.57,few clouds
599,Havoysund,NO,70.9963,24.6622,27.48,73,17,29.42,few clouds
600,Baghdad,IQ,33.3406,44.4009,51.71,46,0,2.3,clear sky
601,Ponta Delgada,PT,37.7333,-25.6667,64.51,88,40,13.8,scattered clouds
602,Kloulklubed,PW,7.0419,134.2556,79.3,83,100,21.92,moderate rain
603,Praya,CV,14.9215,-23.5087,79.34,50,0,17.27,clear sky
604,Ozinki,RU,51.1786,49.6769,22.62,96,100,7.45,overcast clouds
605,Baglung,NP,28.2719,83.5898,46.35,88,42,3.22,scattered clouds
606,Krasnyy Kholm,RU,58.0607,37.1203,12.09,98,95,6.08,overcast clouds
607,Tonneins,FR,44.3921,0.3124,50.67,86,98,11.97,overcast clouds
608,Rio Gallegos,AR,-51.6226,-69.2181,77.05,33,40,19.57,scattered clouds
609,Marquette,US,46.5333,-87.6335,22.68,75,75,6.6,light snow
610,Saint-Pierre,RE,-21.3393,55.4781,78.48,78,0,5.75,clear sky
611,Maraba,BR,-5.3686,-49.1178,89.78,66,20,2.3,few clouds
612,Nadym,RU,65.5333,72.5167,-20.78,100,39,4.97,scattered clouds
613,Kieta,PG,-6.2167,155.6333,79.77,83,83,7.27,broken clouds
614,Tabuk,PH,17.4189,121.4443,68.85,97,98,1.61,overcast clouds
615,Lobanovo,RU,57.8595,56.3026,19.31,73,0,13.42,clear sky
616,Sampang,ID,-7.1872,113.2394,76.95,85,97,14.52,overcast clouds
617,Klaksvik,FO,62.2266,-6.589,36.52,60,80,35.99,broken clouds
618,Akdepe,TM,42.0551,59.3788,32.0,58,55,7.4,broken clouds
619,Voznesenye,RU,61.0106,35.4781,17.82,91,92,10.16,overcast clouds
620,Port Hardy,CA,50.6996,-127.4199,46.76,81,100,14.97,overcast clouds
621,Markova,UA,48.6758,24.4138,36.99,67,100,20.78,overcast clouds
622,Formosa,AR,-26.1775,-58.1781,85.98,37,20,14.97,few clouds
623,Novaya Zaimka,RU,56.4857,66.9241,5.94,81,100,9.55,overcast clouds
624,Nichlaul,IN,27.3167,83.7333,53.46,76,1,3.18,clear sky
625,Alpena,US,45.0617,-83.4327,29.91,73,100,4.0,overcast clouds
626,Matagami,CA,49.7502,-77.6328,10.51,79,100,16.11,light snow
627,Iquitos,PE,-3.7481,-73.2472,89.64,58,75,5.75,broken clouds
628,Naze,JP,28.3667,129.4833,51.84,64,100,8.08,overcast clouds
629,Santa Fe,AR,-31.6333,-60.7,80.02,34,0,7.0,clear sky
630,Aleksandrov Gay,RU,50.147,48.5704,10.24,95,94,7.38,overcast clouds
631,Zhuhai,CN,22.2769,113.5678,61.99,82,20,14.97,few clouds
632,Khani,GE,41.9563,42.9566,24.37,98,100,1.5,snow
633,Uglich,RU,57.5275,38.3317,16.95,98,89,5.59,overcast clouds
634,Tuatapere,NZ,-46.1333,167.6833,39.81,92,4,3.58,clear sky
635,Mareeba,AU,-17.0,145.4333,70.45,93,41,2.55,scattered clouds
636,Komsomolskiy,UZ,40.4272,71.7189,39.92,87,75,9.22,broken clouds
637,Baculin,PH,7.4525,126.5842,76.14,87,74,7.83,broken clouds
638,Scarborough,GB,54.2797,-0.4044,40.53,80,96,1.99,overcast clouds
639,Brattleboro,US,42.8509,-72.5579,27.66,61,13,5.01,few clouds
640,Puerto Maldonado,PE,-12.6,-69.1833,72.0,100,100,12.66,heavy intensity rain
641,Jaisalmer,IN,26.9147,70.9181,67.55,31,1,5.73,clear sky
642,Itarema,BR,-2.9248,-39.9167,86.14,60,31,14.18,scattered clouds
643,Porto Velho,BR,-8.7619,-63.9039,89.65,55,40,3.44,scattered clouds
644,Ruangwa,TZ,-10.0667,38.9333,73.24,91,93,2.73,light rain
645,Jiazi,CN,22.8779,116.067,57.16,83,100,19.22,overcast clouds
646,Makakilo City,US,21.3469,-158.0858,73.29,80,0,0.0,clear sky
647,Chachapoyas,PE,-6.2317,-77.869,61.29,85,100,2.73,moderate rain
648,Bongandanga,CD,1.5,21.05,80.65,33,71,2.51,broken clouds
649,Maragogi,BR,-9.0122,-35.2225,83.75,63,90,13.47,overcast clouds
650,Cairns,AU,-16.9167,145.7667,75.07,93,77,8.05,broken clouds
651,Nisia Floresta,BR,-6.0911,-35.2086,88.61,53,37,12.71,scattered clouds
652,Daragutan,PH,17.0,122.0333,70.72,94,100,3.04,overcast clouds
653,Praia,CV,14.9215,-23.5087,79.34,50,0,17.27,clear sky
654,Riachao Das Neves,BR,-11.7461,-44.91,79.95,73,100,1.86,heavy intensity rain
655,Fukue,JP,32.6881,128.8419,43.93,62,85,16.37,overcast clouds
656,Amapa,BR,1.0,-52.0,73.71,98,100,3.36,overcast clouds
657,Hovd,MN,48.0056,91.6419,-13.72,77,9,3.13,clear sky
658,Point Pedro,LK,9.8167,80.2333,78.42,67,55,13.47,broken clouds
659,Port Hawkesbury,CA,45.6169,-61.3485,18.99,83,100,9.22,overcast clouds
660,Ridgecrest,US,35.6225,-117.6709,61.47,12,0,5.99,clear sky
661,Buluang,PH,13.3068,123.3425,72.46,94,17,2.82,few clouds
662,Rosarito,MX,32.3333,-117.0333,73.63,24,1,4.12,clear sky
663,Zhanaozen,KZ,43.3,52.8,30.34,73,62,7.07,broken clouds
664,Jinji,CN,23.2281,110.8261,53.26,96,100,2.98,overcast clouds
665,Camalu,MX,30.85,-116.0667,70.43,26,1,3.18,clear sky
666,Campo Verde,BR,-20.4167,-54.0667,78.01,81,100,7.18,very heavy rain
667,Blackwater,AU,-23.5833,148.8833,67.62,72,30,6.35,scattered clouds
668,Portales,US,34.1862,-103.3344,46.33,31,1,23.8,clear sky
669,Yebaishou,CN,41.3975,119.6408,13.46,70,1,2.84,clear sky
670,Rawson,AR,-43.3002,-65.1023,75.96,34,15,15.9,few clouds
671,Verkhniye Tatyshly,RU,56.2912,55.8575,14.47,96,100,4.21,overcast clouds
672,Ilhabela,BR,-23.7781,-45.3581,82.44,84,100,6.04,overcast clouds
673,Deputatskiy,RU,69.3,139.9,-34.22,99,78,4.88,broken clouds
674,Palafrugell,ES,41.9174,3.1631,51.26,50,68,3.0,broken clouds
675,Norsup,VU,-16.0667,167.3833,78.91,85,100,9.37,heavy intensity rain
676,Lufilufi,WS,-13.8745,-171.5986,74.98,80,97,17.18,light rain
677,Vila Velha,BR,-20.3297,-40.2925,85.95,77,20,8.99,few clouds
678,Baykit,RU,61.67,96.37,-8.23,100,96,2.82,overcast clouds
679,Loandjili,CG,-4.7561,11.8578,80.71,83,20,8.05,few clouds
680,Benguela,AO,-12.5763,13.4055,77.61,66,60,6.8,broken clouds
681,Mariinsk,RU,56.2139,87.7472,7.12,95,100,3.02,overcast clouds
682,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,84.22,62,92,12.66,overcast clouds
683,Atasu,KZ,48.6814,71.6433,12.09,80,98,9.42,overcast clouds
684,Warri,NG,5.5167,5.75,83.46,64,11,10.42,few clouds
685,Fort Frances,CA,48.5999,-93.4003,12.42,74,75,1.01,broken clouds
686,Sistranda,NO,63.7256,8.834,39.16,61,100,33.31,overcast clouds
687,Ambilobe,MG,-13.2,49.05,75.74,92,31,3.36,light rain
688,Uige,AO,-7.6087,15.0613,68.14,94,63,0.63,light rain
689,Aksu,CN,41.1231,80.2644,21.97,48,78,1.52,broken clouds
690,Gornopravdinsk,RU,60.05,69.9,12.2,96,99,6.4,overcast clouds
691,Novokorsunskaya,RU,45.6408,39.1464,34.02,75,100,9.48,overcast clouds
692,Yaan,NG,7.3833,8.5667,88.07,12,6,2.75,clear sky
693,Fond Du Lac,US,43.775,-88.4388,35.82,59,100,9.22,overcast clouds
